Employee_ID,Basic_Salary,HRA,Other_Allowances,Income_Tax,Employee_Provident_Fund,Professional_Tax,Bonuses,Overtime,Deductions,Medical_Allowance,Travel_Allowance,Leave_Encashment
1157,37302,9517,2619,1390,4749,437,5477,768,2224,1148,2786,3618
1158,39181,8302,5232,6615,4161,109,1071,871,2417,3164,2696,25
1159,75658,12857,9888,7106,2721,205,3980,494,546,3505,1931,1558
1160,58638,14700,5823,9864,4901,266,6492,416,2582,3612,516,3724
1161,21531,12870,8474,3560,1357,356,5759,1414,1129,3861,2773,3458
1162,60940,10693,4380,6867,4245,394,9084,1396,2144,3092,1151,3356
1163,72497,5767,8193,2211,2240,376,1039,627,2277,2800,2179,2367
1164,60441,7044,3546,2539,2930,164,6373,1075,2274,3021,759,470
1165,43333,19818,6958,1643,1455,370,8565,1399,370,3821,2252,2467
1166,59650,19854,7787,9693,3823,487,2900,1418,1123,2842,2127,4746
1167,54674,19490,5563,9921,2632,287,3217,1946,1468,3036,2547,885
1168,55854,15331,3605,2283,1628,416,5796,1020,1491,3281,2721,875
1169,66271,16221,5752,8680,4270,237,5606,141,2102,2398,2366,941
1170,28152,6549,8415,8345,3879,442,2283,1109,2471,2570,704,3041
1171,58518,19790,6675,5386,1485,204,9775,1487,2362,2873,2962,571
1172,65540,14956,3890,1919,3580,133,9650,45,1151,2972,1676,4149
1173,30267,11140,3275,3339,1199,479,1815,843,2079,4986,1291,604
1174,45289,15837,8703,9947,1370,209,3511,1008,92,3244,1640,4420
1175,21062,8716,4743,6930,2013,132,1246,1261,2566,3072,1605,3529
1176,71128,17797,7951,6402,2982,453,5825,9,1281,3442,2357,4980
1177,70448,18494,9866,6663,3900,330,7516,663,2900,1713,1590,4360
1178,49926,9481,9257,6275,2471,416,1416,572,1925,2808,2107,381
1179,26229,18885,4493,1507,1247,365,7702,1553,1243,4107,2339,1236
1180,76793,12898,9160,2436,1787,281,4717,1621,2799,4545,1478,2380
1181,69277,11548,7451,9750,3311,439,1107,648,1571,1222,566,3779
1182,67915,7293,7258,8354,4129,164,5513,912,415,1863,1183,2105
1183,24632,9837,2356,5516,4373,432,2421,1765,2604,4860,1778,1517
1184,59056,12758,7720,4622,3078,100,8283,639,2413,1529,562,1533
1185,23596,15900,8417,5399,2521,232,1255,615,1544,2211,1313,3294
1186,64243,11793,9186,6037,2272,179,8248,697,2646,2425,902,3440
1187,26168,12638,8102,9111,1604,370,3962,908,2378,3304,2739,3489
1188,62563,12993,8454,4715,4848,340,3282,177,688,1653,2502,3945
1189,27561,11007,2869,8837,4342,127,9744,868,1665,2159,1852,4642
1190,28258,10542,2885,2301,4677,322,9372,1029,2058,2842,570,870
1191,36616,14092,4001,8370,2689,122,2477,852,2865,3638,1586,2150
1192,79500,19400,8297,6185,2417,208,9762,306,1530,1443,744,3232
1193,78513,16276,7509,3155,2820,206,5952,547,418,3465,892,3231
1194,46734,11356,3283,7411,1501,244,6880,326,1145,4363,1271,3766
1195,26371,15201,2619,7365,4663,468,6592,1379,910,1573,2169,4960
1196,73358,13433,2882,1692,4875,453,8091,1816,1354,3176,2117,3207
1197,46069,19828,2796,2478,4155,496,1591,394,1566,2010,2056,4493
1198,34369,12380,5642,7396,4436,497,7277,299,2395,1340,1651,4487
1199,32910,7385,8268,9448,3933,238,3260,1549,411,3857,1718,3826
1200,27943,19308,5425,1441,1548,383,1347,748,1247,2280,1717,1612
1201,32199,9268,3296,3646,2365,397,9357,284,152,4039,2731,1077
1202,35728,5671,6714,6209,1838,198,6032,329,1235,4795,746,1300
1203,43275,5163,7930,7533,2430,416,5443,49,91,4637,2542,2158
1204,26738,13656,2244,5677,2448,222,9774,772,330,4758,2871,2271
1205,35913,16234,4895,8211,4815,419,7869,1991,1664,1099,2707,2529
1206,55240,9592,8593,3645,4164,386,6696,1645,954,3086,1205,3260
1207,39123,9795,2929,9210,1847,180,4038,1732,2601,4997,2613,363
1208,74553,15634,7366,8933,1613,109,3845,377,2977,3310,753,845
1209,68447,9798,2519,6476,1411,107,8864,1787,1251,1149,782,3032
1210,54529,11036,5212,8928,3479,304,7609,1623,193,2656,2665,1327
1211,30167,7355,4409,3080,1677,414,2265,999,529,3737,922,3162
1212,30554,10887,2007,7089,1158,296,3274,1848,2892,3860,2521,391
1213,37260,17470,4525,8396,3061,297,3470,1561,1266,2353,535,3255
1214,67045,17916,5423,8797,1372,129,3577,773,1473,2143,1030,2059
1215,23812,12961,4019,1861,3272,119,4660,1167,638,2607,590,3237
1216,48024,15749,6590,9346,4576,147,2068,1083,1610,3266,2440,2046
1217,78656,10827,7725,4494,2096,229,6591,867,1597,3953,2442,4241
1218,70612,13737,8976,1904,4320,392,6974,1803,2525,4981,1740,1305
1219,47285,18875,9594,2269,3558,484,5829,1098,2527,2837,2258,2894
1220,46900,9719,7158,1404,1602,231,2950,2,2335,4194,597,2032
1221,70885,17027,8736,2184,1215,455,9283,1598,697,1243,1979,764
1222,21605,5593,6282,9938,2996,153,4093,747,2045,3933,1030,498
1223,25622,9839,5667,2725,4673,477,6311,1471,1701,1586,2332,3368
1224,26767,12394,5671,9462,2564,380,2387,1981,2742,3565,1551,2944
1225,47139,19056,4801,6811,2840,486,5274,1764,539,4092,1847,3804
1226,31613,16996,7973,6606,2962,364,3285,1925,329,3237,579,4213
1227,76138,14651,8236,4956,4035,314,4206,274,469,4296,1981,4460
1228,72669,19236,2085,1171,4291,389,3924,1553,2896,3962,1113,135
1229,30589,8493,5115,9465,3887,142,8045,1615,533,3662,2723,1100
1230,33918,15793,6232,3306,1726,173,9471,214,1962,1855,2272,1871
1231,40119,11164,4468,1421,2244,449,2618,1706,466,3513,1980,4033
1232,47446,19889,8217,6540,4460,377,9562,1508,2467,3146,922,4113
1233,78504,15636,5619,5675,3601,425,6896,328,761,3035,1623,4012
1234,33046,7672,3636,7748,4718,341,8843,254,1005,1829,2534,204
1235,44818,9200,5583,7103,2065,229,8063,1410,890,2386,1903,4594
1236,55358,19527,9323,2473,1675,449,9495,125,2355,4044,831,2371
1237,70215,5016,6009,4243,3920,293,2348,766,1955,4154,1152,4690
1238,24324,8191,5326,3181,1282,131,6556,1607,2971,2716,1239,561
1239,30787,5392,4218,4096,2081,205,6289,1573,2381,2687,1612,3314
1240,29111,13616,7847,7646,4885,499,3422,1347,953,1055,2127,3960
1241,58110,11272,4217,6882,3881,303,4628,1227,1443,2725,1010,2526
1242,36389,5571,7883,6982,3584,100,3428,1195,1672,2953,541,2211
1243,76641,8631,6967,6798,4144,344,4033,1758,2836,2045,1384,2371
1244,61427,11172,4369,9415,2908,171,7157,216,831,3627,2449,4735
1245,34043,14312,5638,9411,3970,405,9860,1268,843,1184,2628,2681
1246,48746,12177,4503,9456,2152,496,9691,1359,2297,1521,901,2806
1247,77347,13433,2943,5524,4670,114,8813,1726,1319,2601,2654,3769
1248,42350,8897,7722,7559,3889,152,2414,1321,183,3311,1634,2255
1249,61605,17287,4837,8620,4497,107,7708,831,1283,2248,1737,4410
1250,20117,13123,4660,3774,1947,429,9721,181,2846,2658,2266,900
1251,66685,7279,9322,6673,1664,145,7635,333,1690,2061,2341,1750
1252,38935,13980,4936,4124,2717,424,4621,510,2233,2002,1005,4899
1253,67077,12451,6444,9671,2148,213,6315,382,1432,3170,1644,3295
1254,33234,13906,9618,2353,1066,246,1754,1740,2885,4901,2341,3159
1255,58328,18046,5947,4854,3053,265,3347,1896,1796,4227,1219,1452
1256,73441,16041,3676,9134,1636,478,1726,1222,626,4977,1894,1243
1257,20846,5775,3196,1924,1313,238,5923,331,2906,3348,756,2322
1258,30954,17218,6105,3170,4397,216,3649,1188,2055,3880,2220,1670
1259,33703,11869,4787,6506,1564,398,3815,1265,782,3017,2321,2027
1260,68153,7247,9432,3395,2601,375,4279,899,1507,4138,1453,1768
1261,66514,12088,3461,9220,1825,376,3984,641,1784,2928,1571,3663
1262,42700,5078,9927,9226,3553,437,4807,1250,774,3692,2122,2302
1263,52043,13080,5318,6515,2105,412,8876,633,1759,3921,1396,1169
1264,26469,12099,2666,3670,4670,277,7099,1579,1863,1393,2566,4710
1265,50105,8926,8689,4365,2025,429,1607,450,1006,4723,1569,2432
1266,62101,14047,7618,1588,3251,453,7169,195,676,2617,950,386
1267,46386,12340,4176,4138,1661,253,8790,1893,1830,4641,1397,2430
1268,78067,19802,5743,7663,1804,300,6573,1227,210,1660,1579,3348
1269,69376,19916,2600,5086,3451,465,1634,457,1336,2428,1240,1405
1270,65587,18727,4652,9531,4174,214,2074,829,1627,4520,581,123
1271,56976,12083,6422,5270,1535,258,2914,256,1360,2154,1236,3997
1272,59051,19784,5824,7019,2391,141,1588,1552,489,1068,578,3452
1273,22048,11230,5906,1556,2235,346,4231,1295,1426,4416,2185,3896
1274,59001,15340,2979,9022,3624,167,7351,8,2686,3809,2830,1624
1275,32941,14223,4451,6452,4280,425,4838,760,190,1319,1834,1181
1276,65375,9940,2628,4567,3810,433,2973,948,2718,3224,1496,727
1277,62533,8271,3629,4899,2920,295,6044,1224,842,1583,2707,3884
1278,21828,16768,9842,7477,3164,189,7103,1082,334,4600,1839,3670
1279,21917,17374,9778,8500,1627,210,7683,886,1642,2864,2502,1141
1280,40618,19378,5696,2016,1748,467,6837,392,1110,2183,2191,2375
1281,52254,8456,5430,7470,4549,458,7783,1675,578,1581,1679,4031
1282,59756,12788,5674,3062,1104,244,6594,1142,61,4696,2237,358
1283,71178,16698,5929,5321,3542,374,4822,1576,386,2767,1352,3742
1284,67362,13599,4765,4496,4842,278,4389,398,1169,2556,961,2844
1285,40128,12650,9184,2813,1045,340,6914,1857,2200,4206,616,4538
1286,78245,7711,6369,7256,3870,425,2780,330,618,2798,2189,2211
1287,65745,16280,6780,3313,2354,418,4688,1290,1683,1110,2911,972
1288,79383,6668,2115,2231,2239,430,8211,1543,2745,1998,2154,360
1289,20009,5147,6956,6831,1981,252,6037,1718,1877,1757,2234,2632
1290,36644,11420,4003,3999,1959,203,7319,479,2225,1282,2436,3190
1291,42422,17519,2692,4440,2515,174,9640,133,2894,4591,965,4948
1292,29865,17089,5162,5056,2836,227,1081,1716,486,4867,2298,1624
1293,22219,15142,3105,1305,4993,298,7278,915,1277,2742,2731,3928
1294,59809,5365,8467,2689,3892,253,7999,934,2547,3241,1159,1756
1295,71212,14866,5008,4917,3496,155,2406,354,540,4014,2622,240
1296,25287,9531,4161,8080,3583,377,8410,583,1535,2070,2214,4761
1297,54387,17686,7888,9611,3558,444,2480,1521,2060,4025,1294,975
1298,28512,10330,9225,3936,2481,118,4598,624,150,3389,2086,4318
1299,21342,10510,2153,4862,4618,258,8993,1130,1073,4313,1086,2313
1300,63336,15738,7996,6649,2559,125,5183,289,1238,3569,1134,1305
1301,39216,19875,7523,4261,3587,268,4680,824,990,2393,1774,787
1302,71976,13754,5699,2819,2507,122,8644,628,2691,1800,1653,2428
1303,71146,16754,7385,2342,3063,146,5310,1018,371,3950,857,555
1304,47534,15681,6410,6560,4642,112,2758,631,1136,1130,1931,2109
1305,34231,18572,5786,3226,3000,316,3599,1170,2299,2293,2384,4942
1306,52293,13964,3064,2079,3290,421,6616,326,2100,2963,2018,2649
1307,46614,11493,6200,5206,2973,293,6813,1438,1153,3861,1121,1559
1308,56258,15229,8020,7280,4278,243,4853,209,192,1060,981,4235
1309,48253,16615,3913,8235,1911,172,3292,1319,2638,3211,1479,1363
1310,62078,15759,3216,1813,2294,255,2501,1421,1080,2548,2373,3959
1311,60752,10439,7520,6089,3808,176,9422,1126,2144,1271,1477,589
1312,37988,19473,9445,3031,2802,268,8550,635,197,4791,2037,1749
1313,51037,14765,4401,9514,3752,386,5250,1780,2194,2781,2837,540
1314,32219,16886,9159,6911,4918,184,7991,1531,1598,3180,1820,2422
1315,20235,18279,3772,3653,2753,281,1114,1914,1600,2267,2204,290
1316,62929,11511,3960,4340,1114,414,5406,867,2770,4877,2494,2090
1317,21908,16483,4780,8876,2603,396,3347,1232,683,4045,2570,3935
1318,28567,12504,7699,2141,2322,211,2041,1956,332,2457,1305,3958
1319,56298,6246,6804,9558,2860,329,7927,427,1243,1037,2719,3859
1320,25256,16911,9423,3897,4554,195,1011,392,1421,2894,1334,1255
1321,39019,8839,6746,5041,3444,267,8980,825,1365,4639,2865,7
1322,28162,13551,4871,3038,3441,477,8871,915,1821,2342,1407,1657
1323,78914,18208,7042,5270,2098,255,7375,1132,2559,4581,1354,4578
1324,71712,7376,2660,5683,1977,204,8098,1912,2219,4447,1415,4428
1325,25415,8009,8242,1494,2505,292,4676,347,1491,4631,1342,1256
1326,56159,19798,4635,8116,2126,429,7109,49,1771,3664,631,3950
1327,63925,16185,4329,2784,1296,231,6397,915,2010,1473,1616,1039
1328,25951,14154,5954,4510,4049,454,4065,1128,2611,1058,1360,2116
1329,41852,16824,4450,4786,3225,481,3036,1443,2559,3636,793,684
1330,28007,6827,3132,6266,4286,237,4046,1396,1212,2963,1499,4018
1331,61832,11979,2699,6428,4014,430,1540,1050,1143,3546,2939,1797
1332,78596,14805,8342,7681,3362,369,1076,967,104,4289,2796,1824
1333,75565,14832,9470,7893,2062,137,4067,799,2721,2918,1760,3534
1334,50523,15408,4038,5658,1258,495,1023,1792,806,3614,786,62
1335,43325,17504,8470,8082,4787,144,6134,1296,1064,3614,2824,260
1336,78658,13569,8297,7869,3054,262,1675,1016,888,4200,2934,3571
1337,41204,17406,6647,8607,3096,430,7668,648,2923,1903,949,3192
1338,35524,9285,9812,8669,4609,352,5267,1363,2724,1382,2838,4953
1339,39282,11910,6500,7219,3208,268,6988,300,320,2411,2990,1488
1340,43930,13561,6557,5534,2892,384,8652,1503,2382,1084,1707,1130
1341,20077,19089,4179,6979,1175,373,9680,1857,2311,2533,2278,4275
1342,60345,7196,4838,9890,4662,119,2485,1567,2912,4797,2469,354
1343,79965,8747,2873,2312,4073,338,4659,1580,1500,3674,975,2774
1344,40611,13843,2083,3962,2000,369,3419,1288,2399,4508,752,588
1345,36984,10978,3422,3938,2918,409,8740,1565,1568,3873,1919,604
1346,34060,10607,8897,4197,3502,130,8143,1619,1796,3340,2836,2228
1347,37449,5769,4675,6296,4999,413,4495,165,1519,4120,1735,173
1348,38520,15613,5180,8204,2667,203,1756,315,1918,2090,1499,353
1349,79793,5780,6316,6730,1275,269,9448,0,1865,3834,520,3290
1350,63303,14908,5975,1126,3545,285,2779,1019,1405,1128,815,433
1351,79207,11303,8696,6602,4700,227,7487,1784,2723,3076,1961,2952
1352,29510,19686,3391,2191,1675,309,1258,1284,1504,4414,1946,258
1353,49287,8983,5218,3639,2823,380,5075,62,2966,2568,1756,867
1354,48173,14503,6207,2366,2051,352,9498,482,1959,4190,2670,2606
1355,59711,16551,2614,7453,2356,118,9014,1699,4,1691,1459,3645
1356,31954,18537,7677,7671,4072,299,2118,1344,2081,2960,2761,595
1357,27804,13714,4971,7683,4259,319,8631,1869,1168,4734,2445,393
1358,26565,5521,5565,5539,3103,235,4017,1224,2398,1132,1338,4431
1359,25984,18070,5576,9876,1546,322,5341,221,2630,4398,1467,2110
1360,41526,15512,6570,3887,2135,102,2658,151,2512,2208,2353,3864
1361,57438,14127,8979,5086,4869,335,9378,643,347,4577,1099,4139
1362,38574,12569,8009,3261,4381,441,2797,625,1765,1645,1291,2200
1363,29184,15422,2270,5180,3083,327,1784,1485,124,3736,539,3997
1364,39096,17232,6066,3841,3040,241,6691,216,1813,3581,1147,3853
1365,22192,10784,4468,7040,1438,108,4196,195,2404,4312,681,4949
1366,54016,9583,8016,4560,2752,289,9532,1816,2574,2612,764,3754
1367,31246,10946,8850,5758,2615,449,1562,1225,497,4787,1362,4370
1368,65558,9941,3390,1626,2849,264,5746,994,1176,1515,931,3429
1369,73185,11267,9447,6014,3642,238,3999,1014,52,3045,1719,4521
1370,38381,12128,5354,2375,2600,375,2193,646,148,2863,1008,4578
1371,56455,16889,6135,2181,4396,390,1068,1257,502,4007,946,213
1372,46727,16029,8078,6708,2663,152,6679,1164,869,3212,1027,2126
1373,24018,17275,8332,1490,1306,274,3428,707,218,3974,2253,138
1374,31302,7461,9331,4729,4605,209,7200,1521,1300,1932,2128,4193
1375,21970,19291,7089,6974,4799,302,6396,1578,2499,2663,1662,3960
1376,61157,19036,8108,4534,1618,235,7993,1080,2130,1556,1168,663
1377,74917,16435,5607,4296,2132,103,4598,1955,737,4289,1346,2832
1378,47202,16551,4583,2940,2395,254,1573,1527,2574,4818,2617,1073
1379,51110,5685,6073,6014,3404,271,5214,1165,2451,2671,2270,4574
1380,37586,7160,5075,2882,3228,457,8636,721,289,3727,2325,4022
1381,44519,12031,5906,5908,2379,146,2478,1607,2467,1992,945,161
1382,51273,17180,2289,3987,2699,193,7127,1759,338,4820,1525,1500
1383,41951,17258,4480,6585,3115,147,7676,1562,2824,2628,2271,3178
1384,76819,19457,8614,4159,3339,339,3196,639,2758,4076,1859,4490
1385,35374,14759,5252,5530,3739,446,9166,105,1693,2691,518,4896
1386,74894,10341,9415,1681,1180,312,9846,164,1868,1756,2517,185
1387,25788,5038,8771,6254,4537,439,7050,214,986,4943,1060,4653
1388,25408,15736,2278,2073,3481,423,5650,1094,958,2104,971,1980
1389,79379,9875,4924,3387,2487,238,9484,1739,1230,2270,527,4541
1390,45053,6256,2580,3693,4752,304,5526,1688,2733,3902,1059,3988
1391,29446,16182,6958,5340,1913,480,5412,1602,1288,3540,957,829
1392,20922,12697,2253,3156,2557,172,6443,89,2006,1648,1444,3519
1393,53187,7196,6276,8966,3113,103,9787,1795,372,2409,1699,3511
1394,71356,16660,9997,3580,2044,175,3593,873,1511,4646,1483,3328
1395,30789,12165,6776,8257,2635,428,7852,1251,530,1991,1367,3348
1396,52184,15900,2824,3159,3431,176,7629,1102,923,2330,2576,2485
1397,21120,19215,9676,7772,4883,403,4869,607,22,1627,2479,4611
1398,64028,5301,5832,2627,2638,355,8971,348,2151,3672,1325,1225
1399,52154,12527,2699,9219,2582,201,8822,1865,240,3590,1315,4851
1400,37334,11381,8709,8080,3086,205,3989,893,1004,3054,2826,2844
1401,22336,5646,7445,2985,2308,432,8062,245,2950,2949,2830,2733
1402,58141,17950,3380,9488,1821,138,6340,271,1896,1953,1502,4420
1403,22243,19571,5896,3181,1601,413,4823,402,1165,3562,2042,3996
1404,39029,14951,3673,3296,2620,374,4932,1692,813,2842,2852,2670
1405,79201,19538,4727,8164,1784,187,9554,1139,654,3802,608,4782
1406,52265,17543,8534,3597,4407,310,3429,1458,782,4639,2871,1498
1407,57380,13789,7734,1901,2211,468,8444,1553,2354,3120,1729,1688
1408,66714,13853,8053,7060,1670,176,8147,1465,7,1009,2461,2447
1409,71017,9330,5156,2677,2266,176,8631,1195,1714,2596,2463,867
1410,63872,14560,5388,3881,2096,127,4598,1039,574,3609,1421,4312
1411,66197,15773,6307,6622,3526,344,5329,960,911,1121,1930,3008
1412,75180,12003,7634,9052,2997,165,7718,1775,517,1686,2032,3524
1413,43710,17060,2383,2378,3608,365,9218,897,1541,3009,2392,2012
1414,49486,8537,7810,2248,1100,481,1092,1079,482,3560,1921,239
1415,26371,18057,2341,6650,3561,304,9500,1614,2254,4037,1722,47
1416,26359,19876,7934,7079,2779,157,1051,1126,2716,1440,890,4049
1417,60631,17500,3987,8036,1175,300,1318,283,578,4109,2172,3457
1418,55996,9558,6059,7487,1237,324,6688,1728,386,3749,2369,3279
1419,40103,11579,6939,2058,3957,241,8018,516,411,1590,2021,3228
1420,34382,13474,5109,3048,4130,480,8210,617,1865,2368,1695,1248
1421,38755,16870,6082,7115,4936,467,4956,1301,1393,2989,2633,1167
1422,55659,14678,7630,5248,2122,183,7057,1908,1376,2361,1357,3490
1423,23756,9082,6515,3476,3918,242,7875,611,1967,4773,1709,4970
1424,40609,18718,4798,5603,2977,451,5431,749,1359,2207,2016,1897
1425,68538,9183,5240,4553,3542,132,2525,1292,2938,3114,2150,3536
1426,36478,18355,3988,1220,3994,251,8043,1856,905,3064,1653,2179
1427,55442,13652,8028,5818,3003,257,2278,399,1312,2406,1342,4720
1428,59666,15517,5414,8192,2537,240,9705,1526,962,3415,1604,1970
1429,30147,8754,3849,5623,1754,350,7125,85,964,3951,2325,4696
1430,53561,15660,2305,8349,4368,402,8874,319,2187,2339,2182,2720
1431,79178,6724,5613,6618,3258,211,7900,1055,1976,2520,794,2381
1432,54884,6376,4749,8209,2146,243,3500,335,2347,4879,2501,1943
1433,25779,15935,6964,5576,4300,308,4464,50,1036,3768,2816,3146
1434,32298,13706,8680,2871,4665,323,3259,1102,663,4416,1144,3483
1435,34153,13894,3135,8915,4727,142,8496,1721,824,4005,2635,3696
1436,63879,6653,7530,2462,2411,363,3659,173,1887,2576,1424,2825
1437,30789,7066,2205,6521,1139,343,1255,1971,2447,1907,2147,1827
1438,64165,5022,9352,9536,1540,102,2502,1641,991,4036,610,222
1439,32999,7460,9549,9236,2414,224,5656,500,1132,3520,1083,1746
1440,75318,18341,6591,8813,1269,367,6430,1598,2196,1114,1986,529
1441,20814,10926,5450,3068,4830,183,9598,75,1739,3147,1268,133
1442,69497,11251,9214,6753,2035,115,4176,315,2354,4956,1679,3803
1443,30541,14496,8005,8237,2890,433,2860,1856,1083,3485,2148,4486
1444,44938,12295,5811,8016,4460,158,7158,1396,434,2368,2785,101
1445,22443,8300,5622,7191,4408,276,6806,1104,20,3396,2881,3723
1446,30457,18422,5599,2514,1505,162,5354,1896,2922,1138,605,2728
1447,30380,11279,4551,3598,2129,148,1722,1663,2429,1827,2222,2545
1448,27783,13553,7141,2001,3079,406,8579,1718,2292,3371,2194,2558
1449,64241,12353,6308,2033,4145,345,1613,1778,1925,1845,2233,3041
1450,37368,8727,2309,7899,4242,388,4331,696,1472,4373,881,2000
1451,35328,11272,4708,9465,2872,385,6790,1009,1099,3341,760,948
1452,76942,10995,3991,6051,2092,431,4116,731,2745,2980,2322,1568
1453,46215,14476,8896,5476,1812,114,1330,1094,2637,2552,1816,4936
1454,53595,5514,2271,1478,1361,437,3212,968,389,4905,1858,2053
1455,47306,5448,5642,1515,4720,354,6493,853,2615,4015,1319,3005
1456,39915,11019,6086,2191,2456,191,8232,665,1354,2315,1208,193
1457,59915,18794,3822,7297,1928,378,6614,1780,2306,1073,1406,741
1458,57219,10343,9081,1271,1099,305,6913,651,425,4846,1162,3906
1459,35343,15047,5273,9334,2681,193,6913,1094,1725,1483,1819,2959
1460,66403,18161,8175,8778,3056,324,6611,45,1029,1015,962,4568
1461,73028,13033,6538,7008,4645,400,1319,1070,5,2549,1084,2263
1462,58727,16754,8305,8987,3744,417,9085,1614,190,2359,1442,3420
1463,20126,7520,8910,4332,2052,298,5200,1445,147,3840,657,2923
1464,72329,8081,6349,1787,4964,370,5791,148,404,2896,2819,3254
1465,47632,6428,2520,7222,4185,333,1329,909,257,3563,2350,3239
1466,61563,8967,2976,1622,3509,145,9851,1153,2777,3972,1826,3865
1467,64409,11445,5722,4841,1920,163,7742,455,2137,2150,2606,37
1468,75176,19566,5551,4676,4214,329,5916,1662,823,3871,1881,1698
1469,74261,19042,6105,3572,3437,348,2793,876,9,3565,1203,4566
1470,40530,14114,4773,7915,1631,345,7457,1654,1110,1128,1147,4026
1471,59964,16329,4552,6033,1681,174,9125,965,837,1510,2983,3213
1472,64327,7159,4832,8788,3204,256,6703,868,987,1422,645,1783
1473,23368,10132,5907,6214,3382,322,7170,1528,624,3432,1875,1966
1474,23797,18704,7679,5712,4932,289,7644,928,29,2906,2323,102
1475,67882,7547,8579,1066,3307,151,8420,1023,2175,1231,744,41
1476,33718,7979,7230,8533,3129,187,5155,1000,2468,1958,2083,2994
1477,54560,19933,2152,5616,1753,412,9411,773,1078,1824,2848,3218
1478,31053,15473,7754,2140,2464,438,3611,243,2352,4266,2985,2990
1479,42116,7649,4964,6730,4243,165,6691,473,545,1064,1367,4288
1480,56244,13505,4916,8465,4302,249,3593,381,1128,1832,2647,3369
1481,56185,15805,9269,5471,1719,119,1095,1126,1195,1614,979,1061
1482,21645,8083,4800,4339,1074,132,7041,488,1522,4348,2962,2549
1483,67523,15448,7952,1548,2293,427,6063,1060,2069,3028,2712,1676
1484,78549,19285,7310,8675,2922,380,9437,1677,2438,4741,2435,3689
1485,72182,6037,3752,9264,3673,145,4349,1572,616,4295,2465,3997
1486,39256,18944,4610,1198,1061,172,8644,1543,148,1800,2161,325
1487,55840,8489,5875,1571,1873,453,7560,1766,1811,2967,587,1120
1488,54622,12604,3104,1790,1319,412,6247,1356,2346,1277,1740,107
1489,73173,12544,4536,2174,3149,442,6356,396,171,3013,1072,2678
1490,57430,7634,6990,1178,2452,232,5077,295,46,2717,1313,334
1491,59282,8983,7207,3244,1873,154,5898,106,625,3413,678,2039
1492,74183,6778,9361,5086,2745,160,2417,859,1810,3563,2225,803
1493,22708,12902,6199,1734,4001,444,9846,953,2254,2238,662,1848
1494,31694,10110,5854,7232,3302,107,1110,529,452,3486,1505,766
1495,76264,10189,9263,1798,2555,371,9281,1848,1418,1427,2848,3527
1496,29524,17087,5494,8601,3617,345,9954,1106,2972,3776,2921,2306
1497,51880,12378,3914,9979,1111,275,8391,933,753,3443,702,2829
1498,77545,6124,9365,3795,4032,215,6132,287,2755,4280,546,1488
1499,72659,5697,5072,5588,4384,416,3504,705,1008,2524,962,4129
1500,59224,7179,3006,8297,4045,370,9289,1484,2723,2486,907,3566
1501,56980,14596,2406,4084,1460,292,6239,214,2902,1585,1717,2373
1502,52409,10251,7497,1731,3755,249,1292,1304,2830,4298,2974,836
1503,33224,14235,2166,2129,1886,230,2734,731,1133,1374,1429,3309
1504,60738,6929,2508,2605,4533,201,6120,1977,2731,2523,816,3612
1505,45150,19871,3661,3933,4936,409,7393,1482,2911,3995,2002,4834
1506,69688,6013,8456,9516,2115,369,3196,1824,1225,1092,920,2791
1507,54393,5226,5664,6074,2075,391,4466,343,167,4531,1792,4212
1508,63082,12321,5489,8099,4876,309,2906,193,85,2600,2234,3983
1509,27973,6828,6858,2490,1519,460,2721,157,1677,3368,2259,3768
1510,28577,12909,2680,1893,1811,437,2816,464,1982,4081,762,1504
1511,28070,10588,4524,2390,4169,166,9444,103,848,1913,1949,2450
1512,28666,18109,4120,4389,3283,109,5227,33,1486,4374,2713,3044
1513,77761,7023,7260,5239,2924,148,6775,1125,441,2345,2215,2033
1514,75642,9966,6677,5479,4445,210,4849,638,270,2840,927,1699
1515,56368,15644,6357,3263,2604,420,6228,1749,1600,4527,896,2280
1516,26783,19537,3363,4432,1926,318,7849,324,343,2301,1739,1307
1517,65994,15277,3331,3371,1556,156,2058,1967,1206,2621,1295,2527
1518,61914,10891,4292,5312,3696,382,3322,1831,2550,2561,606,3838
1519,24971,17475,3538,2515,3281,212,9378,690,2541,2753,597,975
1520,33490,6080,5408,7326,2055,232,1948,591,1257,2416,2403,2056
1521,70357,10036,9742,8088,4360,170,9179,140,2291,3964,1780,4810
1522,65719,15512,2560,6586,4709,182,5359,473,1532,1094,542,2426
1523,65080,16382,3099,3917,1578,156,6660,1054,266,2779,2789,3674
1524,21990,15822,3903,6731,1541,475,8254,883,1653,1958,2077,2428
1525,25299,7563,2174,8686,3161,448,9401,1958,892,2130,594,4939
1526,65765,8292,4156,2167,3251,370,3093,62,2248,2413,2469,3733
1527,39956,17813,4230,9302,2052,210,2563,1583,238,2783,2289,359
1528,42359,8586,6287,6109,3690,456,9217,1110,914,4597,687,2223
1529,66240,9431,6160,5327,1473,474,1174,303,1438,4744,884,484
1530,75472,11841,5920,6810,3744,175,2334,1084,2531,3118,1318,1428
1531,57148,18366,9106,4655,3300,257,1321,395,1460,1663,1648,2080
1532,48734,11643,3497,4793,4869,119,6698,333,2293,1968,2196,695
1533,24757,16139,5854,7738,1904,230,6604,1975,1881,3634,2634,4660
